open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,timestamp_utc,timestamp_ist,minute_vwap,session_vwap,return
1777335000000,77320.0,77350.0,77294.0,77350.0,95.845,1777335059999,7410188.7849,2839,68.168,5270319.569,0,2026-04-28 00:10:00+0000,2026-04-28 05:40:00+0530,77314.29688455319,77287.6730363749,0.0003879979306777859
1777335060000,77349.9,77412.2,77349.9,77375.0,193.732,1777335119999,14991551.3702,3228,75.21,5819846.5955,0,2026-04-28 00:11:00+0000,2026-04-28 05:41:00+0530,77382.93813205873,77300.70343579592,0.0003232062055591456
1777335120000,77375.0,77375.1,77361.0,77361.1,48.745,1777335179999,3771248.0397,946,16.455,1273070.0226,0,2026-04-28 00:12:00+0000,2026-04-28 05:42:00+0530,77366.86921120115,77302.95627352124,-0.00017964458804520245
1777335180000,77361.0,77361.1,77266.3,77273.9,111.408,1777335239999,8612986.6788,2437,15.172,1172606.4099,0,2026-04-28 00:13:00+0000,2026-04-28 05:43:00+0530,77310.30696897888,77302.77116896174,-0.0011271814904391109
1777335240000,77274.0,77299.3,77273.9,77286.3,58.126,1777335299999,4492542.5327,1176,18.94,1463757.9222,0,2026-04-28 00:14:00+0000,2026-04-28 05:44:00+0530,77289.7246103293,77302.17128289894,0.00016046815289527672
1777335300000,77286.2,77308.6,77266.6,77308.6,61.263,1777335359999,4735002.3974,2364,42.194,3261177.5664,0,2026-04-28 00:15:00+0000,2026-04-28 05:45:00+0530,77289.75723356676,77301.88808422053,0.0002885375545214064
1777335360000,77308.6,77360.1,77300.0,77360.0,105.311,1777335419999,8144009.6614,2430,55.733,4309688.1722,0,2026-04-28 00:16:00+0000,2026-04-28 05:46:00+0530,77332.94396027004,77304.1925722104,0.0006648678154823617
1777335420000,77360.0,77394.2,77357.6,77357.6,124.822,1777335479999,9658421.5468,2777,84.723,6555568.431,0,2026-04-28 00:17:00+0000,2026-04-28 05:47:00+0530,77377.55801701623,77308.57655798312,-3.102378490171809e-05
1777335480000,77357.6,77357.6,77300.1,77300.1,44.991,1777335539999,3479226.8068,1473,4.928,381095.7979,0,2026-04-28 00:18:00+0000,2026-04-28 05:48:00+0530,77331.61758573937,77308.82797615034,-0.000743301239955696
1777335540000,77300.1,77300.2,77231.3,77237.7,40.724,1777335599999,3146129.9501,1512,14.369,1110104.8759,0,2026-04-28 00:19:00+0000,2026-04-28 05:49:00+0530,77254.93443915137,77307.73514242412,-0.0008072434576411602
1777335600000,77237.7,77238.4,77225.0,77228.2,41.007,1777335659999,3167108.8911,1148,12.109,935204.7578,0,2026-04-28 00:20:00+0000,2026-04-28 05:50:00+0530,77233.3721340259,77306.14804042083,-0.0001229969302555256
1777335660000,77228.3,77238.3,77226.5,77238.1,32.815,1777335719999,2534390.2,1009,13.195,1019081.1184,0,2026-04-28 00:21:00+0000,2026-04-28 05:51:00+0530,77232.67408197472,77304.98519961983,0.00012819151553467023
1777335720000,77238.1,77276.8,77238.1,77255.1,30.303,1777335779999,2341053.907,1463,18.34,1416834.4466,0,2026-04-28 00:22:00+0000,2026-04-28 05:52:00+0530,77254.85618585619,77304.27367579083,0.00022009863008021213
1777335780000,77255.1,77263.5,77255.0,77257.0,18.495,1777335839999,1428865.7954,579,9.417,727528.9417,0,2026-04-28 00:23:00+0000,2026-04-28 05:53:00+0530,77256.86917545281,77303.86594418896,2.4593845584286456e-05
1777335840000,77257.1,77257.1,77211.6,77223.9,84.426,1777335899999,6519745.2628,1959,15.111,1166872.1823,0,2026-04-28 00:24:00+0000,2026-04-28 05:54:00+0530,77224.37712079217,77301.01368064745,-0.00042844014134646446
1777335900000,77224.0,77242.0,77201.6,77233.8,59.927,1777335959999,4627328.3693,2132,18.355,1417368.9683,0,2026-04-28 00:25:00+0000,2026-04-28 05:55:00+0530,77216.0857259666,77298.98397342257,0.00012819865352575732
1777335960000,77233.8,77240.8,77205.0,77225.9,20.152,1777336019999,1556120.3565,1262,6.675,515443.5928,0,2026-04-28 00:26:00+0000,2026-04-28 05:56:00+0530,77219.15226776498,77298.30873662104,-0.00010228682260882138
1777336020000,77225.9,77226.0,77186.0,77205.0,118.363,1777336079999,9137725.2348,2098,21.085,1627671.9385,0,2026-04-28 00:27:00+0000,2026-04-28 05:57:00+0530,77200.85867036151,77293.6607980971,-0.0002706345927984133
1777336080000,77205.1,77220.2,77196.8,77196.8,37.934,1777336139999,2928700.3689,1158,11.169,862307.9303,0,2026-04-28 00:28:00+0000,2026-04-28 05:58:00+0530,77205.15550429694,77292.25143201166,-0.00010621073764649491
1777336140000,77196.9,77203.6,77180.1,77188.8,95.869,1777336199999,7400055.8708,1962,33.401,2578140.2757,0,2026-04-28 00:29:00+0000,2026-04-28 05:59:00+0530,77189.24648009262,77288.35136803158,-0.00010363123860057666
1777336200000,77188.8,77203.0,77173.3,77181.0,87.778,1777336259999,6775195.1576,2186,27.094,2091363.5374,0,2026-04-28 00:30:00+0000,2026-04-28 06:00:00+0530,77185.57221171592,77284.8622314632,-0.00010105092966861129
1777336260000,77181.1,77220.6,77175.0,77220.6,51.24,1777336319999,3955716.088,1241,45.104,3482071.3183,0,2026-04-28 00:31:00+0000,2026-04-28 06:01:00+0530,77199.7675253708,77283.3152633824,0.0005130796439538621
1777336320000,77220.5,77260.0,77218.0,77259.9,46.285,1777336379999,3574579.0223,1521,35.949,2776300.5605,0,2026-04-28 00:32:00+0000,2026-04-28 06:02:00+0530,77229.75094090958,77282.66982442726,0.0005089315545332429
1777336380000,77259.9,77263.6,77211.0,77228.0,36.411,1777336439999,2812131.8045,1509,18.255,1410019.5489,0,2026-04-28 00:33:00+0000,2026-04-28 06:03:00+0530,77233.0286039933,77282.01972424086,-0.00041289206949524093
1777336440000,77228.0,77228.0,77171.1,77185.6,159.048,1777336499999,12276022.1404,1692,116.13,8963074.7851,0,2026-04-28 00:34:00+0000,2026-04-28 06:04:00+0530,77184.38547105277,77277.19809059676,-0.0005490236701714002
1777336500000,77185.6,77215.1,77185.6,77215.0,33.975,1777336559999,2622789.95,1345,22.47,1734627.2247,0,2026-04-28 00:35:00+0000,2026-04-28 06:05:00+0530,77197.6438557763,77276.35722902307,0.0003809000642607252
1777336560000,77215.1,77263.0,77215.1,77263.0,57.581,1777336619999,4447626.4419,1307,41.808,3229302.1142,0,2026-04-28 00:36:00+0000,2026-04-28 06:06:00+0530,77241.21571177992,77275.78781273228,0.0006216408728874079
1777336620000,77262.9,77301.5,77262.9,77289.4,54.478,1777336679999,4210754.6651,2126,22.394,1730781.0621,0,2026-04-28 00:37:00+0000,2026-04-28 06:07:00+0530,77292.75423290135,77275.9467872643,0.000341690071573586
1777336680000,77289.4,77346.0,77289.4,77346.0,34.302,1777336739999,2652044.6216,1636,24.426,1888507.0951,0,2026-04-28 00:38:00+0000,2026-04-28 06:08:00+0530,77314.5770392397,77276.52168762869,0.000732312581026795
1777336740000,77345.9,77365.2,77319.6,77319.6,77.448,1777336799999,5990593.4294,1832,41.948,3244553.9927,0,2026-04-28 00:39:00+0000,2026-04-28 06:09:00+0530,77349.87900785044,77277.96300179721,-0.00034132340392512006
1777336800000,77319.6,77389.4,77315.5,77389.3,72.495,1777336859999,5609280.9124,2140,48.523,3754382.4867,0,2026-04-28 00:40:00+0000,2026-04-28 06:10:00+0530,77374.72808331608,77279.9262785191,0.0009014531891007316
1777336860000,77389.3,77440.9,77372.4,77433.5,289.599,1777336919999,22416135.4365,5121,167.269,12947795.4599,0,2026-04-28 00:41:00+0000,2026-04-28 06:11:00+0530,77404.04986377717,77291.17271391599,0.0005711383873481246
1777336920000,77433.5,77450.0,77380.7,77384.7,115.278,1777336979999,8925561.0975,3436,74.133,5740129.9097,0,2026-04-28 00:42:00+0000,2026-04-28 06:12:00+0530,77426.404843075,77294.81290733839,-0.0006302181872187562
1777336980000,77384.7,77420.8,77375.0,77402.6,126.276,1777337039999,9773602.8405,2738,54.083,4186161.6874,0,2026-04-28 00:43:00+0000,2026-04-28 06:13:00+0530,77398.73642259813,77298.35094718024,0.0002313118743111353
1777337040000,77402.7,77402.7,77359.1,77360.3,97.392,1777337099999,7535147.5756,1974,26.527,2052192.7423,0,2026-04-28 00:44:00+0000,2026-04-28 06:14:00+0530,77369.2662189913,77300.27415589588,-0.0005464932702519132
1777337100000,77360.0,77400.0,77356.8,77379.9,39.893,1777337159999,3086773.9511,1543,28.708,2221265.1808,0,2026-04-28 00:45:00+0000,2026-04-28 06:15:00+0530,77376.33046148447,77301.08413379862,0.00025335992750785685
1777337160000,77379.9,77428.2,77379.9,77424.5,37.322,1777337219999,2889124.7936,1844,27.604,2136878.8255,0,2026-04-28 00:46:00+0000,2026-04-28 06:16:00+0530,77410.77095546862,77302.13209142807,0.0005763770694975356
1777337220000,77424.5,77433.8,77413.1,77428.1,65.078,1777337279999,5038395.7404,1751,46.754,3619678.3372,0,2026-04-28 00:47:00+0000,2026-04-28 06:17:00+0530,77420.87557085343,77304.14372543688,4.649690989300126e-05
1777337280000,77428.0,77433.6,77375.8,77399.9,40.025,1777337339999,3098311.9011,1455,18.138,1404115.2567,0,2026-04-28 00:48:00+0000,2026-04-28 06:18:00+0530,77409.41664209869,77305.13023143113,-0.00036420885957433313
1777337340000,77399.9,77407.8,77358.5,77358.6,57.589,1777337399999,4456275.1383,2046,17.973,1390830.5343,0,2026-04-28 00:49:00+0000,2026-04-28 06:19:00+0530,77380.66537533209,77306.11778682875,-0.0005335924206618659
1777337400000,77358.5,77358.6,77314.7,77314.7,80.375,1777337459999,6216282.3981,1899,17.454,1349995.6179,0,2026-04-28 00:50:00+0000,2026-04-28 06:20:00+0530,77340.99406656298,77306.56710292764,-0.0005674870020916378
1777337460000,77314.7,77341.4,77249.9,77268.1,233.113,1777337519999,18015418.5866,4215,41.97,3244229.0625,0,2026-04-28 00:51:00+0000,2026-04-28 06:21:00+0530,77281.91300613865,77305.49877291554,-0.0006027314339962508
1777337520000,77268.0,77300.0,77231.8,77299.9,100.726,1777337579999,7782046.5979,2967,64.581,4989607.8862,0,2026-04-28 00:52:00+0000,2026-04-28 06:22:00+0530,77259.56156205945,77304.86421711852,0.0004115540565898801
1777337580000,77299.9,77337.4,77290.4,77337.3,40.033,1777337639999,3095394.7523,1509,24.84,1920544.8647,0,2026-04-28 00:53:00+0000,2026-04-28 06:23:00+0530,77321.07891739314,77305.01310731187,0.00048382986265194106
1777337640000,77337.4,77366.8,77337.4,77366.7,38.84,1777337699999,3004417.0701,1283,16.152,1249390.9935,0,2026-04-28 00:54:00+0000,2026-04-28 06:24:00+0530,77353.6835762101,77305.45508338705,0.0003801529145701643
1777337700000,77366.8,77385.2,77366.7,77382.1,42.816,1777337759999,3313068.7107,1065,13.567,1049791.9123,0,2026-04-28 00:55:00+0000,2026-04-28 06:25:00+0530,77379.22063480942,77306.12908894077,0.00019905204694015133
1777337760000,77382.0,77401.0,77380.0,77380.0,41.901,1777337819999,3242830.5806,1181,17.875,1383313.357,0,2026-04-28 00:56:00+0000,2026-04-28 06:26:00+0530,77392.67751604973,77306.85776788356,-2.7138059060294317e-05
1777337820000,77380.0,77380.1,77352.8,77361.6,20.434,1777337879999,1580803.027,1105,9.967,771050.2291,0,2026-04-28 00:57:00+0000,2026-04-28 06:27:00+0530,77361.40877948517,77307.11140552865,-0.00023778754200043384
1777337880000,77361.6,77373.3,77333.1,77334.9,30.721,1777337939999,2376325.0851,1356,4.118,318575.4922,0,2026-04-28 00:58:00+0000,2026-04-28 06:28:00+0530,77351.81423456267,77307.37270568302,-0.00034513246882184045
1777337940000,77334.9,77350.0,77334.9,77334.9,20.784,1777337999999,1607518.5825,908,9.393,726490.4468,0,2026-04-28 00:59:00+0000,2026-04-28 06:29:00+0530,77344.04265300231,77307.51601499066,0.0
1777338000000,77334.9,77350.0,77305.1,77310.4,84.731,1777338059999,6551656.0076,2419,35.305,2729747.2813,0,2026-04-28 01:00:00+0000,2026-04-28 06:30:00+0530,77323.01055811923,77307.76838227449,-0.00031680392681698866
1777338060000,77310.3,77318.8,77291.2,77297.6,58.095,1777338119999,4491008.7039,1859,12.934,999878.476,0,2026-04-28 01:01:00+0000,2026-04-28 06:31:00+0530,77304.56500387297,77307.70586913626,-0.00016556634036279938
1777338120000,77297.6,77326.8,77274.2,77289.6,34.61,1777338179999,2675052.7722,2005,11.296,873142.2718,0,2026-04-28 01:02:00+0000,2026-04-28 06:32:00+0530,77291.3254030627,77307.62930381708,-0.00010349609819715333
1777338180000,77289.6,77320.4,77289.6,77313.7,45.493,1777338239999,3517183.9679,1611,21.181,1637518.7438,0,2026-04-28 01:03:00+0000,2026-04-28 06:33:00+0530,77312.64079968346,77307.63179408513,0.0003118142673785851
1777338240000,77313.6,77332.4,77308.4,77329.7,25.94,1777338299999,2005674.8549,699,15.081,1166094.5809,0,2026-04-28 01:04:00+0000,2026-04-28 06:34:00+0530,77319.77081341557,77307.71459688793,0.00020694909181684373
1777338300000,77329.7,77336.6,77321.6,77325.7,23.082,1777338359999,1784874.0393,937,10.937,845738.5349,0,2026-04-28 01:05:00+0000,2026-04-28 06:35:00+0530,77327.52964647778,77307.80819740027,-5.172656818785981e-05
1777338360000,77325.6,77333.7,77308.4,77333.7,20.499,1777338419999,1585036.0642,956,7.795,602742.7081,0,2026-04-28 01:06:00+0000,2026-04-28 06:36:00+0530,77322.6042343529,77307.879564043,0.00010345848792825407
1777338420000,77333.7,77356.8,77321.9,77321.9,20.953,1777338479999,1620632.6894,1156,8.649,668971.1465,0,2026-04-28 01:07:00+0000,2026-04-28 06:37:00+0530,77346.09313224837,77307.98630792227,-0.0001525854834308893
1777338480000,77322.0,77340.1,77321.9,77325.3,13.81,1777338539999,1067912.35,608,7.987,617618.2582,0,2026-04-28 01:08:00+0000,2026-04-28 06:38:00+0530,77328.91745112238,77308.04405287682,4.397201827699426e-05
1777338540000,77325.3,77330.0,77308.4,77319.9,27.537,1777338599999,2129029.39,897,14.91,1152781.6609,0,2026-04-28 01:09:00+0000,2026-04-28 06:39:00+0530,77315.22642263137,77308.10582707504,-6.983484060207878e-05
1777338600000,77319.8,77326.6,77302.0,77306.1,26.085,1777338659999,2016650.2469,812,7.467,577261.2474,0,2026-04-28 01:10:00+0000,2026-04-28 06:40:00+0530,77310.72443549932,77308.1235176061,-0.0001784792789435441
1777338660000,77306.2,77319.8,77306.2,77315.9,8.951,1777338719999,692050.4564,579,5.711,441545.9166,0,2026-04-28 01:11:00+0000,2026-04-28 06:41:00+0530,77315.43474472126,77308.13374879207,0.00012676878021244953
1777338720000,77315.9,77319.7,77303.5,77319.7,16.321,1777338779999,1261872.5666,632,6.508,503180.2061,0,2026-04-28 01:12:00+0000,2026-04-28 06:42:00+0530,77315.88546044972,77308.1533729524,4.9149010746818433e-05
1777338780000,77319.7,77327.5,77319.6,77325.8,13.882,1777338839999,1073420.8683,577,8.352,645811.9555,0,2026-04-28 01:13:00+0000,2026-04-28 06:43:00+0530,77324.6555467512,77308.19696255881,7.889321867526888e-05
1777338840000,77325.9,77325.9,77302.4,77302.4,14.741,1777338899999,1139722.0616,658,3.864,298763.7217,0,2026-04-28 01:14:00+0000,2026-04-28 06:44:00+0530,77316.46846211248,77308.20278345296,-0.00030261568583844767
1777338900000,77302.5,77302.5,77269.9,77295.5,37.498,1777338959999,2897968.3448,1320,3.589,277379.1768,0,2026-04-28 01:15:00+0000,2026-04-28 06:45:00+0530,77283.2776361406,77308.06632724752,-8.925984186769487e-05
1777338960000,77295.5,77300.0,77274.6,77299.9,29.419,1777339019999,2273749.4113,1028,5.574,430839.4931,0,2026-04-28 01:16:00+0000,2026-04-28 06:46:00+0530,77288.46702131275,77307.97303171086,5.6924400514857254e-05
1777339020000,77300.0,77303.3,77265.0,77265.0,24.555,1777339079999,1897633.2344,1027,9.698,749517.7131,0,2026-04-28 01:17:00+0000,2026-04-28 06:47:00+0530,77280.92992873142,77307.83171012597,-0.0004514882942926457
1777339080000,77265.0,77265.0,77230.1,77243.3,51.05,1777339139999,3943263.8598,1552,24.118,1862835.9727,0,2026-04-28 01:18:00+0000,2026-04-28 06:48:00+0530,77243.1706131244,77307.23736906436,-0.000280851614573141
1777339140000,77243.3,77243.4,77182.0,77182.0,101.568,1777339199999,7842153.8957,2460,18.499,1428283.623,0,2026-04-28 01:19:00+0000,2026-04-28 06:49:00+0530,77210.87247656743,77305.26713312502,-0.0007935963378054023
1777339200000,77182.0,77196.9,77180.0,77191.1,57.152,1777339259999,4411527.7753,1506,19.274,1487730.1234,0,2026-04-28 01:20:00+0000,2026-04-28 06:50:00+0530,77189.38576602744,77304.0532088932,0.00011790313803738961
1777339260000,77191.1,77219.0,77191.0,77215.1,40.454,1777339319999,3123406.2272,1179,13.962,1077979.5804,0,2026-04-28 01:21:00+0000,2026-04-28 06:51:00+0530,77208.83539823009,77303.34923676559,0.00031091667303617676
1777339320000,77215.1,77228.3,77193.7,77200.6,31.292,1777339379999,2416203.0361,1039,12.099,934231.67,0,2026-04-28 01:22:00+0000,2026-04-28 06:52:00+0530,77214.7205707529,77302.8070491932,-0.000187787103817727
1777339380000,77200.6,77210.0,77188.1,77193.6,43.48,1777339439999,3356714.1238,1202,14.013,1081801.2167,0,2026-04-28 01:23:00+0000,2026-04-28 06:53:00+0530,77201.33679392825,77301.98343724899,-9.06728704180848e-05
1777339440000,77193.6,77200.6,77178.4,77179.8,143.533,1777339499999,11079171.435,1806,71.651,5530592.3222,0,2026-04-28 01:24:00+0000,2026-04-28 06:54:00+0530,77189.01879707107,77299.07819377941,-0.00017877129710242023
1777339500000,77179.9,77208.5,77179.8,77198.3,62.486,1777339559999,4823761.6535,1441,50.134,3870229.926,0,2026-04-28 01:25:00+0000,2026-04-28 06:55:00+0530,77197.47869122683,77297.95869226451,0.00023970002513618027
1777339560000,77198.2,77220.0,77194.1,77211.2,21.865,1777339619999,1688020.0407,934,15.93,1229809.5655,0,2026-04-28 01:26:00+0000,2026-04-28 06:56:00+0530,77201.92273953809,77297.62127365587,0.00016710212530579582
1777339620000,77211.3,77220.0,77197.1,77209.2,20.696,1777339679999,1597950.4172,1010,14.288,1103190.9002,0,2026-04-28 01:27:00+0000,2026-04-28 06:57:00+0530,77210.59224971008,77297.30541464592,-2.5902977806357974e-05
1777339680000,77209.3,77209.3,77166.3,77170.6,37.903,1777339739999,2925367.9338,1203,4.517,348642.6629,0,2026-04-28 01:28:00+0000,2026-04-28 06:58:00+0530,77180.37975358152,77296.56002938612,-0.0004999404216077252
1777339740000,77170.6,77200.4,77150.0,77200.3,150.145,1777339799999,11587159.0469,2787,97.552,7528713.2951,0,2026-04-28 01:29:00+0000,2026-04-28 06:59:00+0530,77173.12629058576,77293.73719759316,0.0003848615923680576
1777339800000,77200.3,77200.3,77150.0,77154.3,133.83,1777339859999,10326895.6394,2963,39.357,3036851.1972,0,2026-04-28 01:30:00+0000,2026-04-28 07:00:00+0530,77164.2803511918,77291.00266895513,-0.0005958526067904035
1777339860000,77154.3,77180.0,77150.0,77150.1,47.519,1777339919999,3666663.2263,1726,25.924,2000419.4591,0,2026-04-28 01:31:00+0000,2026-04-28 07:01:00+0530,77162.04520928471,77289.99748065964,-5.4436369716248656e-05
1777339920000,77150.1,77150.1,77110.6,77127.3,71.076,1777339979999,5482060.0474,2398,17.23,1328873.4444,0,2026-04-28 01:32:00+0000,2026-04-28 07:02:00+0530,77129.55213292813,77288.1740248054,-0.00029552780877795115
1777339980000,77127.4,77141.7,77078.5,77090.1,141.286,1777340039999,10893816.9574,2686,37.685,2905623.8153,0,2026-04-28 01:33:00+0000,2026-04-28 07:03:00+0530,77104.71637246436,77284.09810245663,-0.00048231948998600505
1777340040000,77090.1,77090.2,77056.1,77069.1,97.362,1777340099999,7503674.6029,2661,28.282,2179632.8892,0,2026-04-28 01:34:00+0000,2026-04-28 07:04:00+0530,77069.84863601817,77280.91869236743,-0.0002724085193818171
1777340100000,77069.0,77184.4,77062.9,77184.4,90.264,1777340159999,6960812.9728,2554,74.336,5732484.5806,0,2026-04-28 01:35:00+0000,2026-04-28 07:05:00+0530,77116.15896481433,77279.04232909453,0.0014960600292464044
1777340160000,77184.3,77188.4,77153.8,77168.1,70.341,1777340219999,5428113.6214,1647,20.014,1544370.8954,0,2026-04-28 01:36:00+0000,2026-04-28 07:06:00+0530,77168.55918170058,77277.89201180934,-0.00021118257057106682
1777340220000,77168.2,77170.5,77141.4,77163.5,26.094,1777340279999,2013433.0627,1096,10.05,775429.5503,0,2026-04-28 01:37:00+0000,2026-04-28 07:07:00+0530,77160.76732965432,77277.42604840653,-5.961012387245557e-05
1777340280000,77163.6,77163.6,77140.8,77154.7,22.903,1777340339999,1767009.5773,827,9.089,701230.484,0,2026-04-28 01:38:00+0000,2026-04-28 07:08:00+0530,77151.88304152295,77277.00150976011,-0.00011404355686306378
1777340340000,77154.8,77163.0,77147.7,77153.9,15.786,1777340399999,1217985.0478,802,6.654,513387.5601,0,2026-04-28 01:39:00+0000,2026-04-28 07:09:00+0530,77156.02735335108,77276.71488006951,-1.0368778570857273e-05
1777340400000,77153.9,77155.7,77136.6,77139.9,17.137,1777340459999,1322024.7573,890,7.342,566372.0935,0,2026-04-28 01:40:00+0000,2026-04-28 07:10:00+0530,77144.46853591643,77276.37779410918,-0.00018145550646175845
1777340460000,77139.9,77146.3,77120.0,77146.3,52.936,1777340519999,4083210.0921,1294,39.351,3035258.883,0,2026-04-28 01:41:00+0000,2026-04-28 07:11:00+0530,77134.84381328397,77275.296389162,8.296614333191954e-05
1777340520000,77146.3,77150.0,77130.9,77138.9,22.252,1777340579999,1716509.726,1090,11.881,916486.26,0,2026-04-28 01:42:00+0000,2026-04-28 07:12:00+0530,77139.57064533526,77274.85465771385,-9.592164497851385e-05
1777340580000,77138.9,77143.1,77045.0,77060.1,174.479,1777340639999,13448406.945,2830,21.167,1631289.1276,0,2026-04-28 01:43:00+0000,2026-04-28 07:13:00+0530,77077.5104453831,77270.06135316177,-0.0010215338823860165
1777340640000,77060.1,77065.0,77041.4,77064.9,94.016,1777340699999,7244190.4575,2042,29.535,2275743.3333,0,2026-04-28 01:44:00+0000,2026-04-28 07:14:00+0530,77052.7405707539,77267.23634804647,6.228904452476591e-05
1777340700000,77065.0,77092.3,77033.0,77033.1,82.614,1777340759999,6366235.7331,2354,20.611,1588431.932,0,2026-04-28 01:45:00+0000,2026-04-28 07:15:00+0530,77060.01081051637,77264.76555925386,-0.0004126392170753501
1777340760000,77033.1,77053.9,76989.0,77053.9,211.092,1777340819999,16256083.9183,4124,62.897,4843984.0049,0,2026-04-28 01:46:00+0000,2026-04-28 07:16:00+0530,77009.47415487086,77258.11627816489,0.000270013799262836
1777340820000,77053.9,77080.0,77053.9,77079.1,53.476,1777340879999,4121507.5692,1680,37.313,2875767.5305,0,2026-04-28 01:47:00+0000,2026-04-28 07:17:00+0530,77072.09905752113,77256.77036396285,0.00032704379661518956
1777340880000,77079.2,77100.2,77050.1,77083.0,90.344,1777340939999,6964107.6861,2101,65.887,5079033.3435,0,2026-04-28 01:48:00+0000,2026-04-28 07:18:00+0530,77084.3408095723,77254.62123494454,5.059737334756065e-05
1777340940000,77083.0,77092.9,77054.0,77070.1,31.323,1777340999999,2414088.3595,1403,13.013,1002949.4287,0,2026-04-28 01:49:00+0000,2026-04-28 07:19:00+0530,77070.79013823708,77253.86558905129,-0.0001673520750359314
1777341000000,77070.0,77090.0,77038.1,77058.7,108.889,1777341059999,8391776.4332,2360,40.459,3118285.4734,0,2026-04-28 01:50:00+0000,2026-04-28 07:20:00+0530,77067.25595055515,77251.14376256266,-0.0001479172856919675
1777341060000,77058.7,77067.0,77055.0,77066.9,18.916,1777341119999,1457740.7472,719,11.113,856414.392,0,2026-04-28 01:51:00+0000,2026-04-28 07:21:00+0530,77063.90078240643,77250.68051942598,0.00010641238432507194
1777341120000,77066.9,77067.0,77043.1,77059.8,21.428,1777341179999,1651127.5735,1006,12.249,943828.6796,0,2026-04-28 01:52:00+0000,2026-04-28 07:22:00+0530,77054.67488799701,77250.14089387868,-9.212774874800544e-05
1777341180000,77059.9,77065.2,77041.3,77053.9,21.828,1777341239999,1681951.9714,937,6.861,528653.4023,0,2026-04-28 01:53:00+0000,2026-04-28 07:23:00+0530,77054.79070001832,77249.58532695952,-7.656391529708984e-05
1777341240000,77053.9,77087.5,77050.3,77087.5,50.763,1777341299999,3912206.0334,1261,41.964,3234144.4364,0,2026-04-28 01:54:00+0000,2026-04-28 07:24:00+0530,77068.06204125052,77248.44655314754,0.0004360583954867714
1777341300000,77087.4,77087.4,77048.9,77074.4,132.199,1777341359999,10188069.2863,2294,87.765,6763550.0869,0,2026-04-28 01:55:00+0000,2026-04-28 07:25:00+0530,77066.1600034796,77245.46817450639,-0.00016993676017518222
1777341360000,77074.5,77084.0,77074.4,77084.0,18.304,1777341419999,1410903.7207,839,13.439,1035896.67,0,2026-04-28 01:56:00+0000,2026-04-28 07:26:00+0530,77081.71551027098,77245.08801687209,0.00012455497545227345
1777341420000,77083.9,77084.0,77053.2,77053.2,34.691,1777341479999,2673734.0027,771,6.802,524236.718,0,2026-04-28 01:57:00+0000,2026-04-28 07:27:00+0530,77072.84317834597,77244.2967997822,-0.00039956411187802576
