combo_id,strategy_id,strategy_name,trade_id,side,entry_timestamp_utc,exit_timestamp_utc,entry_timestamp_ist,exit_timestamp_ist,exit_date,entry_price,exit_price,qty,gross_return,net_pnl,equity_after,r_multiple,param1_name,param1_value,param2_name,param2_value
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0011,short,2026-04-28 02:04:00+0000,2026-04-28 02:09:00+0000,2026-04-28 07:34:00+0530,2026-04-28 07:39:00+0530,07:39,77151.4,77077.1,1.0,0.0009630415002188641,612.0690093048615,995169.8410054124,0.6154182557705224,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0012,long,2026-04-28 02:17:00+0000,2026-04-28 02:18:00+0000,2026-04-28 07:47:00+0530,2026-04-28 07:48:00+0530,07:48,77106.0,77142.4,1.0,0.0004720773999429273,-298.635339084547,995152.4949428983,-0.2999999999999519,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0013,short,2026-04-28 02:19:00+0000,2026-04-28 02:25:00+0000,2026-04-28 07:49:00+0530,2026-04-28 07:55:00+0530,07:55,77160.3,77021.9,1.0,0.0017936685056954005,345.68016509490553,994968.7157548068,0.34754892328624964,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0014,long,2026-04-28 02:26:00+0000,2026-04-28 02:51:00+0000,2026-04-28 07:56:00+0530,2026-04-28 08:21:00+0530,08:21,77015.1,76811.0,1.0,-0.0026501296498998572,-2858.476809022948,991723.9059476947,-2.8740472972183677,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0015,short,2026-04-28 02:52:00+0000,2026-04-28 03:03:00+0000,2026-04-28 08:22:00+0530,2026-04-28 08:33:00+0530,08:33,76812.0,76784.2,1.0,0.00036192261625789257,-205.30610343499575,991208.1714500469,-0.2070842368833144,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0016,long,2026-04-28 03:06:00+0000,2026-04-28 03:11:00+0000,2026-04-28 08:36:00+0530,2026-04-28 08:41:00+0530,08:41,76722.5,76720.1,1.0,-3.128156668508186e-05,57.79083872376941,990863.9637965808,0.058327087881624946,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0017,long,2026-04-28 03:20:00+0000,2026-04-28 03:22:00+0000,2026-04-28 08:50:00+0530,2026-04-28 08:52:00+0530,08:52,76702.1,76704.5,1.0,3.128988645673125e-05,159.89602318848483,990919.1213258778,0.1613873674904562,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0018,long,2026-04-28 03:25:00+0000,2026-04-28 03:28:00+0000,2026-04-28 08:55:00+0530,2026-04-28 08:58:00+0530,08:58,76700.0,76757.5,1.0,0.0007496740547587866,-14.42712438851595,991021.0122967089,-0.01455762711870667,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0019,short,2026-04-28 03:29:00+0000,2026-04-28 03:41:00+0000,2026-04-28 08:59:00+0530,2026-04-28 09:11:00+0530,09:11,76732.6,76759.0,1.0,-0.00034405194141728934,-547.0211004489101,990498.1703917886,-0.5519638308574496,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0020,short,2026-04-28 03:50:00+0000,2026-04-28 03:53:00+0000,2026-04-28 09:20:00+0530,2026-04-28 09:23:00+0530,09:23,76773.7,76760.0,1.0,0.00017844652530740746,-120.42831250757445,990290.8429234804,-0.12159424675901094,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0021,short,2026-04-28 03:56:00+0000,2026-04-28 03:58:00+0000,2026-04-28 09:26:00+0530,2026-04-28 09:28:00+0530,09:28,76793.7,76770.0,1.0,0.00030861906640777814,85.77248036628589,990136.2649674908,0.0866344504822327,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0022,long,2026-04-28 04:02:00+0000,2026-04-28 04:08:00+0000,2026-04-28 09:32:00+0530,2026-04-28 09:38:00+0530,09:38,76754.5,76770.0,1.0,0.00020194255711381004,-73.93381031556055,990018.1956804858,-0.07467366734203237,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0023,short,2026-04-28 04:10:00+0000,2026-04-28 04:19:00+0000,2026-04-28 09:40:00+0530,2026-04-28 09:49:00+0530,09:49,76803.8,76768.1,1.0,0.0004648207510565827,-561.3494254891993,988945.8168177088,-0.5673020313945181,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0024,long,2026-04-28 04:20:00+0000,2026-04-28 04:29:00+0000,2026-04-28 09:50:00+0530,2026-04-28 09:59:00+0530,09:59,76780.0,76760.1,1.0,-0.00025918207866626464,-420.2361397462664,988382.1957018086,-0.42499505079454014,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0025,short,2026-04-28 04:41:00+0000,2026-04-28 04:55:00+0000,2026-04-28 10:11:00+0530,2026-04-28 10:25:00+0530,10:25,76811.2,76869.4,1.0,-0.0007577020017912606,-991.7921210716013,987433.479044135,-1.0034062766347784,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0026,long,2026-04-28 04:58:00+0000,2026-04-28 05:01:00+0000,2026-04-28 10:28:00+0530,2026-04-28 10:31:00+0530,10:31,76851.3,76891.5,1.0,0.0005230880935001014,173.86940158554353,987498.74396107,0.1761015103191024,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0027,short,2026-04-28 05:03:00+0000,2026-04-28 05:12:00+0000,2026-04-28 10:33:00+0530,2026-04-28 10:42:00+0530,10:42,76894.6,76916.8,1.0,-0.00028870687928672645,-841.3406016508816,986379.1325419104,-0.8522317198020002,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0028,long,2026-04-28 05:18:00+0000,2026-04-28 05:20:00+0000,2026-04-28 10:48:00+0530,2026-04-28 10:50:00+0530,10:50,76888.1,76920.4,1.0,0.0004200910153846493,219.6181682101451,986465.7891629098,0.22268088299764396,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0029,short,2026-04-28 05:25:00+0000,2026-04-28 05:33:00+0000,2026-04-28 10:55:00+0530,2026-04-28 11:03:00+0530,11:03,76988.0,76989.4,1.0,-1.8184652153419023e-05,-228.88665014738217,985646.1701670259,-0.23216598144426767,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0030,long,2026-04-28 05:35:00+0000,2026-04-28 05:47:00+0000,2026-04-28 11:05:00+0530,2026-04-28 11:17:00+0530,11:17,76894.5,76850.1,1.0,-0.0005774145094902261,-930.3824753509834,983761.6804209808,-0.9448461203336966,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0031,short,2026-04-28 05:49:00+0000,2026-04-28 06:00:00+0000,2026-04-28 11:19:00+0530,2026-04-28 11:30:00+0530,11:30,76861.2,76881.2,1.0,-0.00026020931237091816,-127.38977132877335,983323.8028687042,-0.12953339452139045,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0032,short,2026-04-28 06:05:00+0000,2026-04-28 06:13:00+0000,2026-04-28 11:35:00+0530,2026-04-28 11:43:00+0530,11:43,76980.0,76951.7,1.0,0.0003676279553130879,10.115958112059161,982654.2812060285,0.01029463000933502,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0033,long,2026-04-28 06:16:00+0000,2026-04-28 06:30:00+0000,2026-04-28 11:46:00+0530,2026-04-28 12:00:00+0530,12:00,76954.6,76894.9,1.0,-0.0007757820845019081,-1472.0383942890912,981361.4150499211,-1.4977495822212061,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0034,long,2026-04-28 06:37:00+0000,2026-04-28 06:50:00+0000,2026-04-28 12:07:00+0530,2026-04-28 12:20:00+0530,12:20,76810.0,76666.1,1.0,-0.0018734539773466174,-2536.5240305580664,978530.4825948481,-2.5854748079674943,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0035,short,2026-04-28 06:52:00+0000,2026-04-28 07:00:00+0000,2026-04-28 12:22:00+0530,2026-04-28 12:30:00+0530,12:30,76668.1,76676.2,1.0,-0.0001056501987135583,-253.2813685334986,978294.9651414873,-0.2588338075683271,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0036,long,2026-04-28 07:02:00+0000,2026-04-28 07:22:00+0000,2026-04-28 12:32:00+0530,2026-04-28 12:52:00+0530,12:52,76652.1,76615.3,1.0,-0.0004800912173312799,-1213.1851785427425,976900.6169564286,-1.2403313151237316,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0037,short,2026-04-28 07:23:00+0000,2026-04-28 07:47:00+0000,2026-04-28 12:53:00+0530,2026-04-28 13:17:00+0530,13:17,76604.1,76767.2,1.0,-0.0021291288586380297,-2425.6822539785644,974324.6726367584,-2.483420908764257,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0038,long,2026-04-28 07:49:00+0000,2026-04-28 07:52:00+0000,2026-04-28 13:19:00+0530,2026-04-28 13:22:00+0530,13:22,76742.3,76798.4,1.0,0.0007310179653201576,583.2030332004651,974465.787818705,0.5988432715725318,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0039,short,2026-04-28 07:54:00+0000,2026-04-28 08:01:00+0000,2026-04-28 13:24:00+0530,2026-04-28 13:31:00+0530,13:31,76871.2,76825.1,1.0,0.0005997044406746976,356.35217540326994,973971.710223712,0.3660091970176055,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0040,long,2026-04-28 08:03:00+0000,2026-04-28 08:14:00+0000,2026-04-28 13:33:00+0530,2026-04-28 13:44:00+0530,13:44,76802.4,76797.4,1.0,-6.510213222499228e-05,-551.8760730742943,973051.5594193115,-0.5668386664999707,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0041,short,2026-04-28 08:15:00+0000,2026-04-28 08:23:00+0000,2026-04-28 13:45:00+0530,2026-04-28 13:53:00+0530,13:53,76824.3,76830.4,1.0,-7.940196005673528e-05,-462.1463426569244,971956.6646255717,-0.4752544247851082,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0042,long,2026-04-28 08:25:00+0000,2026-04-28 08:28:00+0000,2026-04-28 13:55:00+0530,2026-04-28 13:58:00+0530,13:58,76812.0,76920.9,1.0,0.0014177472269956137,539.3454804384382,972195.5655913258,0.5550785033588187,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0043,short,2026-04-28 08:29:00+0000,2026-04-28 08:33:00+0000,2026-04-28 13:59:00+0530,2026-04-28 14:03:00+0530,14:03,76928.0,76834.3,1.0,0.0012180220465889402,690.9132514954545,972505.0839829054,0.7109520238580768,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0044,long,2026-04-28 08:41:00+0000,2026-04-28 08:53:00+0000,2026-04-28 14:11:00+0530,2026-04-28 14:23:00+0530,14:23,76797.5,76754.9,1.0,-0.0005547055568215775,-830.5974502431927,971152.3186664266,-0.8545391451545779,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0045,short,2026-04-28 08:57:00+0000,2026-04-28 09:02:00+0000,2026-04-28 14:27:00+0530,2026-04-28 14:32:00+0530,14:32,76814.0,76756.9,1.0,0.0007433540760799495,198.92165092460345,970689.3160698143,0.20497024191951305,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0046,long,2026-04-28 09:16:00+0000,2026-04-28 09:19:00+0000,2026-04-28 14:46:00+0530,2026-04-28 14:49:00+0530,14:49,76765.7,76794.9,1.0,0.00038037821579162134,19.75706170813646,970430.5113325923,0.020359483467370352,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0047,long,2026-04-28 09:24:00+0000,2026-04-28 09:30:00+0000,2026-04-28 14:54:00+0530,2026-04-28 15:00:00+0530,15:00,76725.9,76711.8,1.0,-0.0001837710603589393,-33.17116853909101,969934.2284598924,-0.03419823032382119,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0048,long,2026-04-28 09:33:00+0000,2026-04-28 09:42:00+0000,2026-04-28 15:03:00+0530,2026-04-28 15:12:00+0530,15:12,76661.2,76644.3,1.0,-0.00022045050168784108,-433.75123599614017,969151.3002437748,-0.44735759419367427,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0049,long,2026-04-28 09:46:00+0000,2026-04-28 09:54:00+0000,2026-04-28 15:16:00+0530,2026-04-28 15:24:00+0530,15:24,76561.0,76572.0,1.0,0.00014367628427014445,-401.8836703877896,968210.6270901,-0.4149065451077627,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0050,short,2026-04-28 09:56:00+0000,2026-04-28 10:06:00+0000,2026-04-28 15:26:00+0530,2026-04-28 15:36:00+0530,15:36,76574.0,76544.7,1.0,0.00038263640400137966,14.789053025422618,968170.076422068,0.015275496832343702,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0051,long,2026-04-28 10:09:00+0000,2026-04-28 10:18:00+0000,2026-04-28 15:39:00+0530,2026-04-28 15:48:00+0530,15:48,76500.0,76511.6,1.0,0.00015163398692807917,-439.613525010529,967441.2774575846,-0.45420209150346197,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0052,short,2026-04-28 10:31:00+0000,2026-04-28 10:39:00+0000,2026-04-28 16:01:00+0530,2026-04-28 16:09:00+0530,16:09,76530.0,76518.8,1.0,0.00014634783744937874,-228.3882831997471,966478.7423754316,-0.236253851819778,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0053,short,2026-04-28 10:50:00+0000,2026-04-28 10:57:00+0000,2026-04-28 16:20:00+0530,2026-04-28 16:27:00+0530,16:27,76582.4,76552.1,1.0,0.0003956522647500238,244.984435119899,966496.8796464193,0.25354096207627713,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0054,short,2026-04-28 11:01:00+0000,2026-04-28 11:02:00+0000,2026-04-28 16:31:00+0530,2026-04-28 16:32:00+0530,16:32,76547.6,76515.0,1.0,0.0004258787995966573,-290.04188937845174,966516.2560388806,-0.2999999999999731,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0055,long,2026-04-28 11:03:00+0000,2026-04-28 11:22:00+0000,2026-04-28 16:33:00+0530,2026-04-28 16:52:00+0530,16:52,76516.8,76419.6,1.0,-0.0012703092654161585,-1765.6372396963416,964483.4010230831,-1.827310734374218,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0056,long,2026-04-28 11:28:00+0000,2026-04-28 11:43:00+0000,2026-04-28 16:58:00+0530,2026-04-28 17:13:00+0530,17:13,76263.0,76230.5,1.0,-0.0004261568519465797,-600.02167862223,963334.8444636865,-0.6224711852404837,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0057,long,2026-04-28 11:49:00+0000,2026-04-28 11:56:00+0000,2026-04-28 17:19:00+0530,2026-04-28 17:26:00+0530,17:26,76110.8,76167.6,1.0,0.0007462804227520436,913.4355534272036,963316.732530903,0.949119310268304,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0058,short,2026-04-28 12:00:00+0000,2026-04-28 12:05:00+0000,2026-04-28 17:30:00+0530,2026-04-28 17:35:00+0530,17:35,76200.0,76229.6,1.0,-0.00038845144356969286,20.6243355498882,963033.1912655423,0.021416476023399095,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0059,short,2026-04-28 12:06:00+0000,2026-04-28 12:08:00+0000,2026-04-28 17:36:00+0530,2026-04-28 17:38:00+0530,17:38,76200.6,76230.0,1.0,-0.00038582373367135325,215.2175132773118,963325.8652007297,0.22346083889122773,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0060,short,2026-04-28 12:09:00+0000,2026-04-28 12:10:00+0000,2026-04-28 17:39:00+0530,2026-04-28 17:40:00+0530,17:40,76191.8,76206.0,1.0,-0.00018637176179070458,-289.0558813579846,963230.5486456131,-0.29999999999988924,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0061,short,2026-04-28 12:12:00+0000,2026-04-28 12:18:00+0000,2026-04-28 17:42:00+0530,2026-04-28 17:48:00+0530,17:48,76277.4,76200.0,1.0,0.0010147173343610927,396.5354644660838,962930.0579461342,0.41197054980870645,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0062,long,2026-04-28 12:20:00+0000,2026-04-28 12:21:00+0000,2026-04-28 17:50:00+0530,2026-04-28 17:51:00+0530,17:51,76243.3,76237.0,1.0,-8.263021144161442e-05,-289.1056570861256,963396.4179636951,-0.2999999999998871,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0063,short,2026-04-28 12:35:00+0000,2026-04-28 12:37:00+0000,2026-04-28 18:05:00+0530,2026-04-28 18:07:00+0530,18:07,76250.0,76237.2,1.0,0.00016786885245900773,381.47812358429655,963261.3987338897,0.39618452459004755,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0064,short,2026-04-28 12:41:00+0000,2026-04-28 12:54:00+0000,2026-04-28 18:11:00+0530,2026-04-28 18:24:00+0530,18:24,76254.1,76318.2,1.0,-0.0008406105376628226,-1191.2909458136419,962080.4208418595,-1.2367133086497502,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0065,long,2026-04-28 13:02:00+0000,2026-04-28 13:19:00+0000,2026-04-28 18:32:00+0530,2026-04-28 18:49:00+0530,18:49,76295.0,76076.4,1.0,-0.0028651943115539646,-2801.2439728804165,958914.8986552957,-2.912755488563582,bb_length,10.0,std_dev,1.5
bollinger_mean_reversion__10__1p5,bollinger_mean_reversion,Bollinger Bands Mean Reversion,bollinger_mean_reversion__10__1p5-0066,long,2026-04-28 13:28:00+0000,2026-04-28 13:29:00+0000,2026-04-28 18:58:00+0530,2026-04-28 18:59:00+0530,18:59,76094.9,76160.1,1.0,0.0008568248332019301,-287.65887941769324,958575.272513067,-0.2999999999999456,bb_length,10.0,std_dev,1.5
